subject_id,year_in_study,record_date,activity_level,walk_frequency,walk_duration,walk_pace,walk_reason_bathroom,walk_reason_general_enjoyment,walk_reason_training,walk_reason_other_specify,walk_without_leash,aerobic_duration,aerobic_pace,aerobic_frequency,fetch_games_frequency
grls0WMXEHYY,1,2013-11,Moderate,More than once a day,30-60 minutes,Average,1,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls0XFD2S00,0,2014-09,Very active,More than once a day,10-30 minutes,Slow,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls0XFD2S00,1,2015-09,Very active,Less than once/month,Less than 10 minutes,Slow,1,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grls0XFD2S00,2,2016-10,Very active,Less than once/month,Less than 10 minutes,Average,0,0,1,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grls0YCT0XEE,0,2014-11,Very active,Once or twice/week,30-60 minutes,Brisk,0,1,1,,0,,,,Frequently
grls0YYYJPBB,0,2014-06,Moderate,Once/day,30-60 minutes,Brisk,1,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grls0YYYJPBB,1,2015-06,Moderate,More than once a day,10-30 minutes,Average,1,1,0,,0,,,,Frequently
grls0YYYJPBB,2,2016-07,Moderate,More than once a day,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grls0Z1UD211,0,2013-05,Moderate,Once/day,10-30 minutes,Brisk,0,1,1,,0,,,,Frequently
grls0Z1UD211,1,2014-04,Moderate,Once/day,30-60 minutes,Brisk,0,1,1,,0,,,,Never
grls0Z1UD211,2,2015-05,Moderate,Once or twice/week,10-30 minutes,Brisk,0,1,0,,0,,,,Never
grls0Z7K57AA,0,2014-04,Moderate,Once or twice/week,30-60 minutes,Average,0,1,1,,0,,,,Frequently
grls0Z7K57AA,1,2015-09,Moderate,Once or twice/week,30-60 minutes,Average,0,1,1,,0,,,,Frequently
grls0Z7K57AA,2,2016-11,Moderate,Once or twice/week,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grls0ZJZZ9OO,0,2014-05,Very active,More than once a day,30-60 minutes,Average,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grls0ZJZZ9OO,1,2015-04,Very active,More than once a day,10-30 minutes,Brisk,0,1,0,,1,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,Occasionally
grls0ZJZZ9OO,2,2016-05,Very active,Once or twice/week,30-60 minutes,Average,0,1,0,,1,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Occasionally
grls0ZT7W4CC,0,2013-01,Very active,More than once a day,10-30 minutes,Average,0,0,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls0ZT7W4CC,1,2014-01,Very active,Once or twice/week,10-30 minutes,Brisk,0,0,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grls0ZT7W4CC,2,2015-01,Very active,Less than once/week,Less than 10 minutes,Slow,0,0,0,travel to appointments or visiting friends,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls106R1MGG,0,2013-08,Very active,More than once a day,10-30 minutes,Average,1,1,1,,0,,,,Occasionally
grls106R1MGG,1,2014-10,Very active,More than once a day,10-30 minutes,Average,1,1,1,,0,,,,Occasionally
grls106R1MGG,2,2015-10,Moderate,More than once a day,10-30 minutes,Average,1,1,1,,0,,,,Never
grls109PNIYY,0,2013-11,Very active,More than once a day,Less than 10 minutes,Average,1,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls109PNIYY,1,2014-10,Very active,Once or twice/week,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls109PNIYY,2,2015-11,Very active,Less than once/month,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grls10PF8W99,0,2014-08,Very active,More than once a day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grls10PF8W99,1,2015-10,Moderate,More than once a day,30-60 minutes,Brisk,1,1,1,,0,,,,Frequently
grls10PF8W99,2,2016-10,Moderate,More than once a day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grls11BBNP,0,2012-10,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grls11BBNP,1,2013-08,Very active,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Occasionally
grls11BBNP,2,2014-09,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grls12ZDDU,0,2013-09,Moderate,Once/day,10-30 minutes,Average,0,1,0,exercise for dog,1,Less than 10 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,Occasionally
grls12ZDDU,1,2014-11,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,1,Less than 10 minutes,Bursts of exercise less than 30% of the time,Once/day,Frequently
grls12ZDDU,2,2015-11,Moderate,Once/day,10-30 minutes,Brisk,1,1,0,,0,,,,Occasionally
grls1495QP66,0,2014-05,Very active,Never,,,0,0,0,,1,Less than 10 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,Frequently
grls1495QP66,1,2016-02,Very active,Less than once/week,Less than 10 minutes,Average,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grls1495QP66,2,2017-04,Very active,Less than once/week,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grls15TTBZKK,0,2014-10,Very active,More than once a day,10-30 minutes,Brisk,1,1,1,,1,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Occasionally
grls15TTBZKK,1,2015-09,Very active,Once/day,10-30 minutes,Average,1,1,1,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,Frequently
grls15TTBZKK,2,2016-09,Moderate,Once/day,30-60 minutes,Average,1,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grls16CFUCUU,0,2014-02,Moderate,Once or twice/week,10-30 minutes,Brisk,1,1,1,,0,,,,Frequently
grls16FL8Z00,0,2014-11,Very active,More than once a day,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grls16FL8Z00,1,2015-09,Very active,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grls16FL8Z00,2,2016-10,Moderate,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grls16Y39PGG,0,2014-02,Very active,Once/day,10-30 minutes,Average,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls16Y39PGG,1,2015-02,Very active,Once or twice/week,10-30 minutes,Brisk,0,0,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grls16Y39PGG,2,2016-02,Very active,Once or twice/week,Less than 10 minutes,Average,0,0,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grls170XXJZZ,0,2014-01,Moderate,Once or twice/week,Less than 10 minutes,Average,0,0,1,,1,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls170XXJZZ,1,2015-05,Very active,Less than once/month,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grls170XXJZZ,2,2016-03,Very active,Once or twice/week,Less than 10 minutes,Average,0,0,1,,0,,,,Frequently
grls178QAA,0,2013-12,Very active,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grls178QAA,1,2015-01,Very active,Once/day,10-30 minutes,Average,1,1,0,,0,,,,Frequently
grls178QAA,2,2016-01,Very active,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grls17BSWSYY,0,2014-01,Moderate,Once or twice/week,10-30 minutes,Average,0,0,1,,0,,,,Frequently
grls17FS6T00,0,2013-04,Moderate,Once or twice/week,30-60 minutes,Slow,0,1,0,,0,,,,Occasionally
grls17FS6T00,1,2014-02,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grls17FS6T00,2,2015-04,Moderate,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Never
grls17J6WYY,0,2014-12,Very active,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grls18F2T1OO,0,2013-12,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grls18F2T1OO,1,2015-01,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grls18F2T1OO,2,2016-01,Moderate,Once/day,10-30 minutes,Jog,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Occasionally
grls18SJ0XMM,0,2013-10,Very active,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grls18SJ0XMM,1,2015-01,Very active,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grls18SJ0XMM,2,2015-11,Very active,Once or twice/week,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grls18Y45LVV,0,2014-04,Very active,More than once a day,10-30 minutes,Brisk,1,1,1,,0,,,,Occasionally
grls19LCJPHH,0,2014-12,Moderate,Once or twice/week,10-30 minutes,Brisk,0,1,1,,0,,,,Never
grls19LCJPHH,1,2016-01,Moderate,Once or twice/week,10-30 minutes,Brisk,0,1,1,,0,,,,Occasionally
grls19LCJPHH,2,2017-01,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grls1B9PK7YY,0,2014-09,Moderate,More than once a day,10-30 minutes,Average,1,1,1,,0,,,,Frequently
grls1B9PK7YY,1,2015-09,Moderate,More than once a day,10-30 minutes,Average,1,1,1,,1,Less than 10 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grls1B9PK7YY,2,2016-09,Moderate,More than once a day,10-30 minutes,Average,1,1,1,,0,,,,Frequently
grls1C3AZ244,0,2014-11,Very active,More than once a day,Greater than 60 minutes,Average,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls1C3AZ244,1,2015-12,Very active,More than once a day,30-60 minutes,Brisk,1,1,1,,1,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls1C3AZ244,2,2017-01,Very active,More than once a day,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grls1CJ7JS99,0,2013-10,Moderate,More than once a day,Greater than 60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Occasionally
grls1CJ7JS99,1,2014-09,Moderate,More than once a day,30-60 minutes,Average,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grls1CJ7JS99,2,2015-09,Very active,More than once a day,Greater than 60 minutes,Average,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Occasionally
grls1CTSI5XX,0,2014-01,Moderate,Once/day,30-60 minutes,Average,0,1,1,,0,,,,Frequently
grls1CTSI5XX,1,2015-02,Very active,Once or twice/week,30-60 minutes,Average,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Less than once/week,Frequently
grls1CTSI5XX,2,2016-01,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grls1D4EMDQQ,0,2014-08,Moderate,Once or twice/week,10-30 minutes,Average,0,0,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grls1D4EMDQQ,1,2015-09,Very active,Never,,,0,0,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grls1D4EMDQQ,2,2016-08,Moderate,Less than once/month,Less than 10 minutes,Average,0,0,0,lead to kennel or vet,1,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,Frequently
grls1EC3TN00,0,2014-06,Moderate,More than once a day,10-30 minutes,Average,1,1,0,,0,,,,Occasionally
grls1EC3TN00,1,2015-01,Very active,Once/day,30-60 minutes,Average,1,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grls1EC3TN00,2,2016-07,Moderate,Once/day,10-30 minutes,Brisk,1,1,1,,1,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Occasionally
grls1EYF5OII,0,2014-12,Very active,Once/day,30-60 minutes,Average,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Less than once/month,Frequently
grls1EYF5OII,1,2016-01,Very active,Once/day,30-60 minutes,Average,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grls1EYF5OII,2,2017-01,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grls1F7MX4EE,0,2013-12,Very active,More than once a day,30-60 minutes,Brisk,1,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grls1F7MX4EE,1,2014-12,Moderate,More than once a day,10-30 minutes,Average,1,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grls1F7MX4EE,2,2015-12,Very active,More than once a day,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grls1FDQRRR,0,2014-07,Very active,More than once a day,10-30 minutes,Average,0,1,0,,1,Less than 10 minutes,Bursts of exercise less than 30% of the time,More than once a day,Frequently
grls1FDQRRR,1,2015-07,Very active,More than once a day,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grls1FDQRRR,2,2016-08,Very active,Once/day,10-30 minutes,Average,0,1,0,,1,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grls1FFQVPRR,0,2014-07,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grls1FFQVPRR,1,2015-07,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grls1FFQVPRR,2,2016-07,Very active,Once or twice/week,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grls1FSWKG44,0,2014-09,Very active,Once/day,10-30 minutes,Brisk,1,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls1FSWKG44,1,2015-11,Moderate,Once/day,30-60 minutes,Brisk,0,1,1,,0,,,,Frequently
grls1FSWKG44,2,2016-12,Moderate,Once/day,30-60 minutes,Jog,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls1FWHZ3JJ,0,2014-01,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,1,Less than 10 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grls1FWHZ3JJ,1,2015-01,Very active,Once/day,10-30 minutes,Brisk,1,1,1,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,Frequently
grls1FWHZ3JJ,2,2016-01,Very active,More than once a day,10-30 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grls1G0BXJAA,0,2014-10,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grls1G0BXJAA,1,2015-09,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Occasionally
grls1G0BXJAA,2,2016-09,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Occasionally
grls1G2OMPTT,0,2014-06,Moderate,Once or twice/week,10-30 minutes,Slow,1,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grls1G2OMPTT,1,2015-05,Moderate,Once or twice/week,30-60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grls1G2OMPTT,2,2016-07,Little,Less than once/week,30-60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grls1GIDJ588,0,2014-04,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,0,,,,Occasionally
grls1GIDJ588,1,2015-04,Moderate,More than once a day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grls1GIDJ588,2,2016-04,Moderate,More than once a day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grls1GKEB022,0,2014-12,Very active,Once or twice/week,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grls1GKEB022,1,2016-05,Very active,Once or twice/week,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grls1GKEB022,2,2017-05,Moderate,Less than once/week,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grls1GNBAW55,0,2012-09,Very active,More than once a day,30-60 minutes,Brisk,1,1,1,,0,,,,Frequently
grls1GNBAW55,1,2013-10,Very active,More than once a day,30-60 minutes,Brisk,1,1,0,,0,,,,Frequently
grls1GO7OVJJ,0,2014-09,Moderate,More than once a day,10-30 minutes,Average,1,1,1,,0,,,,Frequently
grls1GO7OVJJ,1,2015-11,Moderate,More than once a day,10-30 minutes,Average,1,1,1,,0,,,,Frequently
grls1IO60U55,0,2013-02,Very active,Once or twice/week,Less than 10 minutes,Average,0,0,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Occasionally
grls1J6B2II,0,2013-11,Very active,Less than once/month,10-30 minutes,Brisk,0,0,1,,1,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls1J6B2II,1,2014-10,Very active,Less than once/month,10-30 minutes,Slow,0,0,1,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
